person,label
Psychology,Q9418
Nathaniel Branden,Q741456
Nathaniel Branden,Q741456
Barbara Branden,Q4858770
Barbara Branden,Q4858770
Leonard Peikoff,Q1235503
Ti-Grace Atkinson,Q3527967
--NME--,--NME--
National Organization for Women,Q1967556
National Organization for Women,Q1967556
--NME--,--NME--
--NME--,--NME--
Academy Award for Best Director,Q103360
Academy Award for Best Adapted Screenplay,Q107258
Academy Awards,Q19020
Charles R. Jackson,Q505088
The Lost Weekend (film),Q237134
Cinema of the United States,Q380675
Motion Picture Production Code,Q610292
--NME--,--NME--
Dennis Wheatley,Q1189595
Roald Dahl,Q25161
Ian Fleming,Q82104
Maxwell Knight,Q6796120
Frederik Pohl,Q312641
Novel,Q8261
Man Plus,Q2377008
Heechee,Q18927938
Dr. Seuss,Q298685
Children's literature,Q131539
--NME--,--NME--
If I Ran the Zoo,Q626860
Horton Hears a Who!,Q622916
If I Ran the Circus,Q796440
The Cat in the Hat,Q973053
How the Grinch Stole Christmas!,Q446612
Green Eggs and Ham,Q2759523
Robert B. Parker,Q550819
The Godwulf Manuscript,Q7736952
Dell Publishing,Q2075464
Korea,Q18097
--NME--,--NME--
William Blake,Q41513
--NME--,--NME--
Walt Whitman,Q81438
--NME--,--NME--
Federico García Lorca,Q41408
--NME--,--NME--
Samuel Pepys,Q106143
Roxburghe Ballads,Q7372402
"Robert Harley, 1st Earl of Oxford and Earl Mortimer",Q332499
Scotland,Q22
Walter Scott,Q79025
Robert Burns,Q81960
Horror fiction,Q16575965
Danse Macabre (book),Q526884
Stephen King,Q39829
Ralph Ellison,Q299965
Strange Wine,Q7621488
Horror fiction,Q16575965
--NME--,--NME--
Cinema of the United Kingdom,Q849763
--NME--,--NME--
Leslie Howard,Q156178
Adrian Brunel,Q372692
--NME--,--NME--
Poetry,Q482
Poetry,Q482
Anthem for Doomed Youth,Q4771589
At a Calvary near the Ancre,Q4812447
Crucifixion of Jesus,Q51636
Amnesty International,Q42970
Inter-American Commission on Human Rights,Q1589444
Organization of American States,Q123759
Daniel Ortega,Q57402
--NME--,--NME--
--NME--,--NME--
Martin Gardner,Q677706
Martin Gardner,Q677706
List of Martin Gardner Mathematical Games columns,Q18355344
Scientific American,Q39379
Hex (board game),Q844874
Soma cube,Q138865
Tangloids,Q7683062
Superellipse,Q867058
--NME--,--NME--
Hocus-Pocus and Frisby,Q2773005
Commonwealth of England,Q330362
John Milton,Q79759
The Magazine of Fantasy & Science Fiction,Q937202
P. Schuyler Miller,Q3900938
Novel,Q8261
Robert A. Heinlein,Q123078
Robert A. Heinlein,Q123078
--NME--,--NME--
Hilde Domin,Q77549
Luise Rinser,Q69178
Nelly Sachs,Q57074
West Germany,Q713750
--NME--,--NME--
Matter of Britain,Q507738
Gesta Regum Britanniae,Q5553657
Hexameter,Q109548
--NME--,--NME--
--NME--,--NME--
Arkham House,Q673540
Skull-Face and Others,Q7536913
The New York Times Book Review,Q2413088
Slaughterhouse-Five,Q265954
Michael Crichton,Q172140
The New Republic,Q1329873
Barry Lyndon,Q471716
Stanley Kubrick,Q2001
--NME--,--NME--
The Luck of Barry Lyndon,Q2124771
William Makepeace Thackeray,Q167768
Swahili language,Q7838
Culture of Indonesia,Q2717220
Abu Nuwas,Q5670
Abu Nuwas,Q5670
Nasreddin,Q178638
Abu Nuwas,Q5670
Homoerotic poetry,Q5891301
Steampunk,Q223685
The Difference Engine,Q466103
William Gibson,Q188987
Bruce Sterling,Q312995
Ada Lovelace,Q7259
Kurt Gödel,Q41390
Boethius,Q102851
--NME--,--NME--
--NME--,--NME--
Pulitzer Prize,Q46525
A Confederacy of Dunces,Q627749
John Birmingham,Q2408506
Axis of Time,Q4830626
--NME--,--NME--
Empire of Japan,Q188712
Nazi Germany,Q7318
Andy Warhol,Q5603
Alexander Iolas,Q2622622
Leonardo da Vinci,Q762
The Last Supper (Leonardo),Q128910
--NME--,--NME--
Milan,Q490
Santa Maria delle Grazie (Milan),Q244952
Leonardo da Vinci,Q762
Jean Cocteau,Q83158
Legion of Honour,Q163700
Académie Mallarmé,Q2822257
German Legion of Honor,Q24883037
--NME--,--NME--
--NME--,--NME--
American Academy in Berlin,Q463262
--NME--,--NME--
Cannes Film Festival,Q42369
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Canadian Americans,Q5029681
Mary Pickford,Q104109
Douglas Fairbanks,Q104127
Douglas Fairbanks in Robin Hood,Q2159851
DVD,Q5294
--NME--,--NME--
William Obanhein,Q8016304
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Chicago,Q1297
--NME--,--NME--
--NME--,--NME--
Sultanate of Rum,Q975405
Coleman Barks,Q356730
--NME--,--NME--
HarperCollins,Q95149
Franklin Lewis,Q5491663
University of Chicago,Q131252
Biography,Q36279
Rumi,Q43347
Hagiography,Q208628
Rumi,Q43347
Biography,Q36279
Henry Littlefield,Q5724973
L. Frank Baum,Q207544
The Wonderful Wizard of Oz,Q130295
Fantasy,Q132311
Rem Koolhaas,Q232364
Rem Koolhaas,Q232364
Rotterdam,Q34370
Netherlands,Q55
Anton Koolhaas,Q2502688
--NME--,--NME--
Poetry,Q482
Gabriela Mistral,Q80871
Sonetos de la Muerte,Q56432421
National Book Award,Q572316
Walker Percy,Q176909
The Moviegoer,Q7752560
--NME--,--NME--
Nellie Bly,Q230299
Carnegie Hall,Q200959
Broadway theatre,Q235065
South Pacific (musical),Q1535240
Alec Baldwin,Q170572
--NME--,--NME--
Brian Stokes Mitchell,Q3644511
--NME--,--NME--
Walter Bobbie,Q7964331
David Ives,Q2893202
Jedermann (play),Q16632333
--NME--,--NME--
Hugo von Hofmannsthal,Q51513
Salzburg Festival,Q256443
--NME--,--NME--
National Book Award,Q572316
Just Kids,Q3190286
The Spectator,Q1790750
Graham Greene,Q128560
The Crusades (film),Q340187
Ursula K. Le Guin,Q181659
Nebula Award for Best Novelette,Q936683
--NME--,--NME--
Science Fiction and Fantasy Writers of America,Q1364364
Stanisław Lem,Q6530
Pride of Britain Awards,Q7242820
ITV (TV network),Q220072
--NME--,--NME--
Michael Caine,Q123351
Elton John,Q2808
Richard Branson,Q194419
Simon Cowell,Q162629
Rudyard Kipling,Q34743
--NME--,--NME--
If—,Q1419321
2012 Summer Paralympics,Q182798
--NME--,--NME--
2003 invasion of Iraq,Q107802
United States,Q30
Kosovo,Q1246
Afghanistan,Q889
Iraq,Q796
--NME--,--NME--
Conservation movement,Q1088777
Columbia University,Q49088
Earth Institute Center for Environmental Sustainability,Q5059619
American Museum of Natural History,Q217717
Conservation International,Q1127365
The Nature Conservancy,Q1813186
World Wide Fund for Nature,Q117892
Anatole Litvak,Q213581
Frank Partos,Q1230411
Millen Brand,Q6858736
The Snake Pit,Q659843
--NME--,--NME--
The Spectator,Q1790750
Graham Greene,Q128560
--NME--,--NME--
Romanticism,Q37068
Portugal,Q45
--NME--,--NME--
Poetry,Q482
--NME--,--NME--
Luís de Camões,Q590
Almeida Garrett,Q316806
--NME--,--NME--
Prohibition in the United States,Q399999
Dashiell Hammett,Q186335
--NME--,--NME--
Red Harvest,Q1935469
The Glass Key,Q6035197
Virgil,Q1398
Aeneid,Q60220
Aeneas,Q82732
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Hesperia (mythology),Q1035847
Italy,Q38
The Voyages of Doctor Dolittle,Q7773132
Hugh Lofting,Q560015
Newbery Medal,Q622813
--NME--,--NME--
Valerie Solanas,Q11093
Lena Dunham,Q288359
Mystery fiction,Q6585139
Ellery Queen,Q586362
--NME--,--NME--
Anthony Boucher,Q246303
Vincent Starrett,Q2526744
--NME--,--NME--
--NME--,--NME--
Opus 100,Q7099099
Opus 200,Q17013085
--NME--,--NME--
--NME--,--NME--
Greyhawk (supplement),Q8965089
Eldritch Wizardry,Q5354191
Swords & Spells,Q17040148
Dungeons & Dragons,Q1375
A Rose for Ecclesiastes,Q4396397
The Magazine of Fantasy & Science Fiction,Q937202
Hannes Bok,Q5649104
--NME--,--NME--
Life (magazine),Q463198
--NME--,--NME--
Pageant (magazine),Q7124297
The Atlantic,Q1542536
Esquire (magazine),Q762195
Coronet (magazine),Q5172288
The Saturday Evening Post,Q2302345
Fuller Dome,Q5508245
Hugo Award,Q188914
--NME--,--NME--
Stand on Zanzibar,Q1416458
John Brunner (novelist),Q378807
Manhattan,Q11299
BBC Radio 4,Q795598
--NME--,--NME--
Rowan Pelling,Q7371805
Erotic Review,Q16249562
Anne Desclos,Q253288
Pauline Kael,Q436910
The New Yorker,Q217305
Stanley Kubrick,Q2001
--NME--,--NME--
Hollywood,Q227856
Victor Fleming,Q62503
The Wizard of Oz (1939 film),Q193695
Gone with the Wind (film),Q2875
Marshall Neilan,Q1357825
Jules Verne,Q33977
Voyages extraordinaires,Q3048935
--NME--,--NME--
Paris in the Twentieth Century,Q794866
Backwards to Britain,Q3490158
--NME--,--NME--
Neil Gaiman,Q210059
Newbery Medal,Q622813
The Graveyard Book,Q1168659
Ron Howard,Q103646
--NME--,--NME--
Salome (play),Q1149498
Oscar Wilde,Q30875
Gate Theatre,Q728893
Dublin,Q1761
Woggle-Bug,Q8029062
Woggle-Bug,Q8029062
Maud Muller,Q6792246
Carrie Nation,Q2583364
Arkansas,Q1612
--NME--,--NME--
Roger Perry,Q3439358
David Brock,Q5231759
The American Spectator,Q7713567
--NME--,--NME--
All My Sons,Q2837516
Broadway theatre,Q235065
Tony Award,Q191874
Tony Award for Best Author,Q7821794
Novel,Q8261
Schindler's Ark,Q1975638
--NME--,--NME--
Thomas Keneally,Q298334
Allen Ginsberg,Q6711
Columbia University,Q49088
Lucien Carr,Q2470845
Beat Generation,Q213457
Jack Kerouac,Q160534
William S. Burroughs,Q188176
John Clellon Holmes,Q2706276
Thomas Friedman,Q310950
Estonia,Q191
Free to Choose,Q581535
Mart Laar,Q307473
Anne Bradstreet,Q242332
Edward Taylor,Q1293841
--NME--,--NME--
Michael Wigglesworth,Q1632530
--NME--,--NME--
Poetry,Q482
Science fiction,Q24925
Arthur C. Clarke,Q47087
--NME--,--NME--
George Orwell,Q3335
Nineteen Eighty-Four,Q208460
Alternate history,Q224989
--NME--,--NME--
Warring States period,Q185063
--NME--,--NME--
Qu Yuan,Q313330
Song Yu,Q431510
--NME--,--NME--
Poetry,Q482
Yangtze,Q5413
Wei River,Q847641
Yellow River,Q7355
--NME--,--NME--
Frances Yates,Q132105
The Art of Memory,Q3202381
Confessions (Augustine),Q372941
Augustine of Hippo,Q8018
Penelope Gilliatt,Q3209551
The New Yorker,Q217305
Donald Rumsfeld,Q184650
National Academy of Public Administration (United States),Q6970136
Ford Foundation,Q1313036
Eisenhower Fellowships,Q5349914
Hoover Institution,Q1147088
Stanford University,Q41506
National Park Foundation,Q6974737
Naguib Mahfouz,Q7176
--NME--,--NME--
Nobel Prize in Literature,Q37922
Geoffrey Chaucer,Q5683
Virgil,Q1398
Aeneid,Q60220
Vincent of Beauvais,Q455162
Guido delle Colonne,Q1248842
Historia destructionis Troiae,Q1241142
Gaius Julius Hyginus,Q298376
--NME--,--NME--
Ovid,Q7198
Metamorphoses,Q184742
Heroides,Q1236672
Walt Disney,Q8704
Alice's Adventures in Wonderland,Q92640
Biography,Q36279
Lewis Carroll,Q38082
Plutarch,Q41523
Theseus,Q1320718
Theseus,Q1320718
Crete,Q34374
Classical Athens,Q844930
--NME--,--NME--
George Orwell,Q3335
Animal Farm,Q1396889
Nineteen Eighty-Four,Q208460
Wilhelm Meister's Apprenticeship,Q1194031
Life and work of Ludwig van Beethoven,Q255
Ludwig van Beethoven,Q255
--NME--,--NME--
Salman Rushdie,Q44306
Nicaragua,Q811
The Jaguar Smile,Q7742903
Ian Thorpe,Q185044
--NME--,--NME--
Brisbane,Q34932
2002 Commonwealth Games,Q1116640
Manchester,Q18125
2002 Pan Pacific Swimming Championships,Q2337063
Al Capp,Q2060191
The Capital Times,Q7721244
The New Yorker,Q217305
Seymour Hersh,Q435792
Richard Nixon,Q9588
Charles Colson,Q451808
--NME--,--NME--
Oval Office,Q338067
National Archives and Records Administration,Q518155
Pierre Teilhard de Chardin,Q189564
--NME--,--NME--
Orcines,Q1098277
Clermont-Ferrand,Q42168
--NME--,--NME--
Auvergne,Q1152
French Third Republic,Q70802
--NME--,--NME--
--NME--,--NME--
Joe Haldeman,Q347461
Hugo Award,Q188914
Nebula Award,Q194285
--NME--,--NME--
The Forever War,Q5406934
--NME--,--NME--
Starship Troopers,Q492207
--NME--,--NME--
Joe Haldeman,Q347461
Alfonso Cuarón,Q28028
United States,Q30
A Little Princess (1995 film),Q1216898
Frances Hodgson Burnett,Q276028
A Little Princess,Q10483376
--NME--,--NME--
Do the Right Thing,Q1141252
--NME--,--NME--
Coen brothers,Q56095
Miller's Crossing,Q130142
Barton Fink,Q237215
Cannes Film Festival Award for Best Actor,Q586140
World War I,Q361
France,Q142
British Red Cross,Q4970966
--NME--,--NME--
John Dos Passos,Q312407
E. E. Cummings,Q298703
Ernest Hemingway,Q23434
No Country for Old Men (film),Q183081
No Country for Old Men (film),Q183081
Cormac McCarthy,Q272610
Emperor Gaozu of Tang,Q9700
Han dynasty,Q7209
Tang dynasty,Q9683
Qing dynasty,Q8733
Alfonso Cuarón,Q28028
Charles Dickens,Q5686
Great Expectations (1998 film),Q657259
Ethan Hawke,Q484615
Gwyneth Paltrow,Q34460
Robert De Niro,Q36949
--NME--,--NME--
Nguyễn Gia Thiều,Q7023086
--NME--,--NME--
Nguyễn Du,Q313322
Chinh phụ ngâm,Q5101054
Phan Huy Ích,Q1033812
James Macpherson,Q312562
--NME--,--NME--
--NME--,--NME--
British Empire,Q8680
Kingdom of Great Britain,Q161885
Samuel Johnson,Q183266
--NME--,--NME--
"Merry Christmas, Mr. Lawrence",Q696855
Jareth,Q6160149
--NME--,--NME--
Labyrinth (1986 film),Q278053
Pontius Pilate,Q17131
The Last Temptation of Christ (film),Q646031
Nikola Tesla,Q9036
The Prestige (film),Q46551
--NME--,--NME--
Playboy,Q150820
Cassandra Lynn,Q15140796
Harry James,Q163861
--NME--,--NME--
Charles Baudelaire,Q501
Prose poetry,Q1161145
Paul Verlaine,Q755
Arthur Rimbaud,Q493
Stéphane Mallarmé,Q767
Bertolt Brecht,Q38757
Science fiction,Q24925
Fantasy,Q132311
The Chronicles of Narnia,Q483412
C. S. Lewis,Q9204
Cuban Americans,Q1790886
Daína Chaviano,Q176405
Anaïs Nin,Q220018
Henry Miller,Q187765
Novel,Q8261
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Cuba,Q241
Anaïs Nin,Q220018
Andrei Tarkovsky,Q853
Moscow,Q649
Gerasimov Institute of Cinematography,Q1130457
Mikhail Romm,Q461726
Soviet Union,Q15180
Ivan's Childhood,Q147878
Andrei Rublev (film),Q503046
Solaris (1972 film),Q125772
Mirror (1975 film),Q838149
Stalker (1979 film),Q200437
--NME--,--NME--
Astrology,Q34362
--NME--,--NME--
--NME--,--NME--
Friedrich Schiller,Q22670
German Romanticism,Q2477112
Wallenstein (trilogy of plays),Q525580
--NME--,--NME--
--NME--,--NME--
Grammy Award,Q41254
41st Annual Grammy Awards,Q990545
Andrei Tarkovsky,Q853
Golden Lion,Q209459
Venice Film Festival,Q49024
Valerie Solanas,Q11093
Andy Warhol,Q5603
Mario Amaya,Q3293337
Andy Warhol,Q5603
Andy Warhol,Q5603
"I, a Man",Q3282342
--NME--,--NME--
Sam Shepard,Q294583
"The Cannon Group, Inc.",Q1033465
Pulitzer Prize,Q46525
Fool for Love (play),Q5465619
Kim Basinger,Q131380
Harry Dean Stanton,Q314290
Randy Quaid,Q316647
Roger Ebert,Q212173
Vincent Canby,Q716442
Frank Herbert,Q7934
Brian Herbert,Q711137
Kevin J. Anderson,Q339577
Hunters of Dune,Q248899
Sandworms of Dune,Q437349
Frank Herbert,Q7934
Dune 7,Q5314936
Novel,Q8261
Dune (franchise),Q18011049
--NME--,--NME--
Nicolas Denisot,Q2386193
--NME--,--NME--
Lady Margaret Seymour,Q3646779
Lady Jane Seymour,Q3647254
Distichs of Cato,Q1229481
Marguerite de Navarre,Q190058
--NME--,--NME--
Hecatodistichon,Q16842097
Poetry,Q482
Guido delle Colonne,Q1248842
Historia destructionis Troiae,Q1241142
Sherlock Holmes,Q4653
Laurie R. King,Q272794
Mary Russell (character),Q6780654
Sherlock Holmes in the 22nd Century,Q2388162
H. P. Lovecraft,Q169566
Cthulhu Mythos cults,Q621596
Neil Gaiman,Q210059
A Study in Emerald,Q4659874
Hugo Award for Best Short Story,Q1056251
Pauline Kael,Q436910
The New Yorker,Q217305
--NME--,--NME--
T. S. Eliot,Q37767
W. H. Auden,Q178698
C. S. Lewis,Q9204
Novel,Q8261
That Hideous Strength,Q1218012
Novel,Q8261
--NME--,--NME--
A Fire Upon the Deep,Q58221164
Hugo Award for Best Novel,Q255032
Doomsday Book (novel),Q2603313
Connie Willis,Q234700
Dune (novel),Q190192
National Lampoon's Doon,Q6973968
National Lampoon's Doon,Q6973968
Ellis Weiner,Q5366014
--NME--,--NME--
--NME--,--NME--
Frank Herbert,Q7934
J.R.R. Tolkien's,Q892
War of the Ring,Q15228
Bored of the Rings,Q1613936
--NME--,--NME--
Sermon,Q60797
Sinners in the Hands of an Angry God,Q3241081
American literature,Q233762
George Whitefield,Q314399
Thirteen Colonies,Q179997
John Julius Norwich,Q335071
Edward Gibbon,Q161841
Byzantine Empire,Q12544
John Julius Norwich,Q335071
Byzantium,Q23725
--NME--,--NME--
Alfred A. Knopf,Q1431868
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
Viking Press,Q921536
--NME--,--NME--
H. P. Lovecraft,Q169566
Clark Ashton Smith,Q555298
Robert E. Howard,Q207640
Robert Bloch,Q355879
Frank Belknap Long,Q975994
Henry Kuttner,Q551710
Henry S. Whitehead,Q1607236
Fritz Leiber,Q313185
Maria Brontë,Q3290903
Maria Brontë,Q3290903
Elizabeth Brontë,Q835808
Charlotte Brontë,Q127332
Emily Brontë,Q80137
Anne Brontë,Q44520
Branwell Brontë,Q454616
Elizabeth Branwell,Q3051192
--NME--,--NME--
English language,Q1860
Spanish language,Q1321
Giannina Braschi,Q452761
Spanglish,Q56418
Yo-Yo Boing!,Q15052506
Rosario Ferré,Q449216
--NME--,--NME--
Puerto Rico,Q1183
René Marqués,Q7313760
Luis Rafael Sánchez,Q649054
José Rivera (playwright),Q1709607
--NME--,--NME--
Poet in New York,Q3106961
Julia de Burgos,Q468516
Giannina Braschi,Q452761
Pedro Pietri,Q3898706
S. T. Joshi,Q625272
Don E. Schultz,Q3656416
--NME--,--NME--
Donald Wandrei,Q1240467
David H. Barlow,Q55629377
August Derleth,Q509002
Larry Niven,Q316610
All the Myriad Ways,Q4730158
Epidemic,Q44512
Philip Roth,Q187019
Novel,Q8261
The Plot Against America,Q1758811
--NME--,--NME--
Franklin D. Roosevelt,Q8007
--NME--,--NME--
United States,Q30
Charles Lindbergh,Q1618
--NME--,--NME--
Fascism,Q6223
Gustave Flaubert,Q43444
Madame Bovary,Q193417
Charles Baudelaire,Q501
Romanticism,Q37068
--NME--,--NME--
Ramapurathu Warrier,Q7289036
Kuchelavritham Vanchippattu,Q16135822
--NME--,--NME--
Krishna,Q42891
Dvārakā,Q10379804
Vernor Vinge,Q312405
Hugo Award,Q188914
--NME--,--NME--
Novella,Q149537
A Fire Upon the Deep,Q58221164
A Deepness in the Sky,Q2292400
Rainbows End,Q471679
Fast Times at Ridgemont High,Q1302846
The Cookie Monster (novella),Q3791300
Alternate history,Q224989
S. M. Stirling,Q1368527
Kim Stanley Robinson,Q130779
Harry Harrison (writer),Q489193
Howard Waldrop,Q787382
--NME--,--NME--
Poetry,Q482
Hero and Leander,Q747392
George Chapman,Q342720
Lyric poetry,Q182357
The Passionate Shepherd to His Love,Q7756286
Ovid,Q7198
Amores (Ovid),Q474088
Lucan,Q188646
Pharsalia,Q678375
The Black Jewels,Q7718353
One Thousand and One Nights,Q8258
One Thousand and One Nights,Q8258
Fairy tale,Q699
Brothers Grimm,Q2793
Edgar Allan Poe,Q16867
--NME--,--NME--
William Beckford (novelist),Q361026
Vathek,Q54548
Robert Burns,Q81960
Lord Byron,Q5679
Percy Bysshe Shelley,Q93343
John Keats,Q82083
Edmund Kean,Q704385
--NME--,--NME--
George Canning,Q219731
Napoleon,Q517
J. M. G. Le Clézio,Q42037
Nobel Prize in Literature,Q37922
Novel,Q8261
Le Procès-Verbal,Q3225981
Aung San Suu Kyi,Q36740
Myanmar,Q836
Nobel Peace Prize,Q35637
Leonard Peikoff,Q1235503
David Kelley,Q5235902
The Atlas Society,Q7714818
The Atlas Society,Q7714818
--NME--,--NME--
Detective fiction,Q186424
Wilkie Collins,Q210740
The Woman in White (novel),Q1212672
The Moonstone,Q2362563
Arthur Conan Doyle,Q35610
--NME--,--NME--
Michael Crichton,Q172140
The New Republic,Q1329873
Michael Crichton,Q172140
Slaughterhouse-Five,Q265954
Kurt Vonnegut,Q49074
Lalla-Rookh,Q4253416
Thomas Moore,Q315346
William Beckford (novelist),Q361026
Johann Wolfgang von Goethe,Q5879
Arthur Schopenhauer,Q38193
Theory of Colours,Q112667736
E. Nesbit,Q231708
The Story of the Treasure Seekers,Q7766848
The Phoenix and the Carpet,Q3795974
The Railway Children,Q969970
--NME--,--NME--
--NME--,--NME--
Iliad,Q8275
Odyssey,Q35160
Avestan,Q29572
--NME--,--NME--
Avesta,Q83426
Yasna,Q1502722
--NME--,--NME--
National epic,Q1521512
Virgil,Q1398
Aeneid,Q60220
Indian epic poetry,Q1193297
--NME--,--NME--
Auberon Waugh,Q2870568
--NME--,--NME--
Scoop (novel),Q1029093
--NME--,--NME--
Evelyn Waugh,Q107002
--NME--,--NME--
Mexico,Q96
Robbery Under Law,Q7340835
--NME--,--NME--
John Godber,Q1293910
Comedy (drama),Q5151421
Teechers,Q7694199
Arts Theatre,Q2342293
--NME--,--NME--
Edinburgh Festival Theatre,Q3047596
--NME--,--NME--
Pantomime,Q13409536
Richard Whittington,Q337493
Hull New Theatre,Q5935948
The Sensuous Woman,Q7763306
--NME--,--NME--
The Sensuous Man,Q7763305
--NME--,--NME--
Isaac Asimov,Q34981
--NME--,--NME--
--NME--,--NME--
Troy,Q22647
Giovanni Boccaccio,Q1402
Greek mythology,Q34726
Roman de Troie,Q1405281
--NME--,--NME--
Trojan War,Q42937
Troy,Q22647
Benoît de Sainte-Maure,Q435578
Giovanni Boccaccio,Q1402
Latin,Q397
Vulgar Latin,Q37560
Guido delle Colonne,Q1248842
RESIST (non-profit),Q17508378
Mitchell Goodman,Q16013852
Henry Braun,Q23302746
Denise Levertov,Q272042
Noam Chomsky,Q9049
William Sloane Coffin,Q332963
Dwight Macdonald,Q744332
Robert Lowell,Q981448
Norman Mailer,Q180962
Edward K. Barsky,Q18148360
Robert Barsky,Q7341907
--NME--,--NME--
Germany,Q183
Johann Wolfgang von Goethe,Q5879
Sonnet,Q80056
Italian poetry,Q6093382
Francis Ford Coppola,Q56094
Novel,Q8261
The Adventures of Pinocchio,Q8065468
Francis Ford Coppola,Q56094
Warner Bros.,Q126399
J. Edgar Hoover,Q210435
--NME--,--NME--
The Secret Garden,Q472194
--NME--,--NME--
Norman Angell,Q272224
The Great Illusion,Q3209508
Henry George,Q355245
Progress and Poverty,Q2896920
Dwight D. Eisenhower,Q9916
Columbia University,Q49088
Council on Foreign Relations,Q594712
Marshall Plan,Q4576
The American Assembly,Q7713427
Dwight D. Eisenhower,Q9916
--NME--,--NME--
Damon Runyon,Q714880
--NME--,--NME--
--NME--,--NME--
--NME--,--NME--
August Kopff,Q57432
Max Wolf,Q76712
Heidelberg,Q2966
617 Patroclus,Q155906
Achilles,Q41746
Jupiter trojan,Q8101032
624 Hektor,Q155957
--NME--,--NME--
--NME--,--NME--
NeNe Leakes,Q6983877
Nicki Minaj,Q162202
Rihanna,Q36844
Solange Knowles,Q231228
Beyoncé,Q36153
--NME--,--NME--
Mariah Carey,Q41076
Mark Cowley Lidwill,Q18640480
Royal Prince Alfred Hospital,Q7374738
Sydney,Q3130
--NME--,--NME--
University of Sydney,Q487556
--NME--,--NME--
University of Tübingen,Q153978
Doctor of Philosophy,Q752297
Protein–protein interaction,Q896177
RNA polymerase,Q272631
Escherichia coli,Q25419
Werner Heisenberg,Q40904
Nobel Prize in Physics,Q38104
Peter Debye,Q103835
Nobel Prize in Chemistry,Q44585
Richard Becker (physicist),Q85556
Arnold Sommerfeld,Q77078
--NME--,--NME--
Royal London Hospital,Q7374421
--NME--,--NME--
Middlesex Hospital,Q1431700
--NME--,--NME--
Kettering General Hospital,Q6395470
--NME--,--NME--
Francis Bacon,Q37388
University of Oxford,Q34433
Robert Boyle,Q43393
Robert Hooke,Q46830
John Mayow,Q721312
--NME--,--NME--
Tomorrowland (festival),Q606649
--NME--,--NME--
A State of Trance,Q461856
Ultra Music Festival,Q957459
Electric Daisy Carnival,Q1325863
Electric Zoo,Q1317345
Godskitchen,Q5576905
Gatecrasher,Q5527038
Ministry of Sound,Q97623539
Beyond Wonderland,Q4900057
Avalon Hollywood,Q4827577
--NME--,--NME--
Lutz D. Schmadel,Q62374
--NME--,--NME--
Paul G. Comba,Q470656
--NME--,--NME--
Doctor of Philosophy,Q752297
University of Göttingen,Q152838
Arnold Eucken,Q88231
Michael Faraday,Q8750
James Clerk Maxwell,Q9095
A Dynamical Theory of the Electromagnetic Field,Q1074013
James Clerk Maxwell,Q9095
David J. Griffiths,Q1307048
Introduction to Electrodynamics,Q65091012
Julius Tafel,Q66507
Hydroxylamine,Q259997
Sulfinic acid,Q420304
Nitric acid,Q83320
Hydrochloric acid,Q2409
Sulfuric acid,Q4118
--NME--,--NME--
--NME--,--NME--
Hans Kramers,Q451225
--NME--,--NME--
Hans Kramers,Q451225
--NME--,--NME--
--NME--,--NME--
Gyldendal,Q2188
Uppsala University,Q185246
Napoleon,Q517
France,Q142
Italian campaigns of the French Revolutionary Wars,Q7263697
Gustav IV Adolf of Sweden,Q52929
--NME--,--NME--
Uppsala University,Q185246
--NME--,--NME--
--NME--,--NME--
Heidelberg University,Q151510
"All Souls College, Oxford",Q81092
Collège de France,Q202660
United States,Q30
Lost (TV series),Q23567
Jeffrey Lieber,Q376260
J. J. Abrams,Q188137
Damon Lindelof,Q310556
Pilot (Lost),Q928951
J. J. Abrams,Q188137
Palit Professor of Physics,Q16937298
Ashutosh Mukherjee,Q4806139
--NME--,--NME--
University of Calcutta,Q1145306
--NME--,--NME--
Max Planck Medal,Q317038
Prix mondial Cino Del Duca,Q1735057
--NME--,--NME--
National Medal of Science,Q737051
Wolf Prize,Q739936
Public Welfare Medal,Q4811818
Tania Singer,Q98256
Chris Frith,Q1077217
--NME--,--NME--
--NME--,--NME--
Transcranial magnetic stimulation,Q263962
--NME--,--NME--
--NME--,--NME--
Air Force Institute of Technology,Q4697913
Wright-Patterson Air Force Base,Q730187
"Dayton, Ohio",Q34739
Ohio,Q1397
--NME--,--NME--
Fellow of the Royal Society,Q15631401
--NME--,--NME--
Royal Dublin Society,Q934417
John Preskill,Q722128
Kip Thorne,Q323320
Stephen Hawking,Q17714
Ragtime (musical),Q7283247
Tony Award,Q191874
Tony Award for Best Original Score,Q1478089
Lynn Ahrens,Q293323
Stephen Flaherty,Q3973178
Drama Desk Award for Outstanding Lyrics,Q5305716
Apollo 7,Q188486
From the Earth to the Moon (miniseries),Q1467607
--NME--,--NME--
Mark Harmon,Q296774
Wally Schirra,Q110450
--NME--,--NME--
--NME--,--NME--
Fredric Lehne,Q1364838
--NME--,--NME--
Max Wright,Q550653
George Wendt,Q505969
The Astrophysical Journal,Q598789
The Astronomical Journal,Q669166
George Ellery Hale,Q312288
Samuel Shenton,Q7412608
Ellis Hillman,Q16013645
